sample_id,location_id,patch_id,ndvi_2019,ndvi_2021,ndvi_2023,d01,d12,d02,label,path
10,accra_01,10,0.645952582359314,0.6006194353103638,0.5923128128051758,-0.045333147048950195,-0.008306622505187988,-0.053639769554138184,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000010.npz
11,accra_01,11,0.6639999151229858,0.6224124431610107,0.4144623279571533,-0.0415874719619751,-0.20795011520385742,-0.24953758716583252,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000011.npz
12,accra_01,12,0.7402306795120239,0.6270890235900879,0.47002071142196655,-0.11314165592193604,-0.15706831216812134,-0.2702099680900574,0,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000012.npz
13,accra_01,13,0.6657983660697937,0.623931348323822,0.5925198197364807,-0.04186701774597168,-0.03141152858734131,-0.07327854633331299,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000013.npz
14,accra_01,14,0.6570025682449341,0.5894657373428345,0.5880613327026367,-0.06753683090209961,-0.001404404640197754,-0.06894123554229736,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000014.npz
15,accra_01,15,0.6535782217979431,0.58856201171875,0.477120965719223,-0.06501621007919312,-0.11144104599952698,-0.1764572560787201,0,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000015.npz
16,addis_01,0,0.5427135229110718,0.34996679425239563,0.36351412534713745,-0.19274672865867615,0.013547331094741821,-0.17919939756393433,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000016.npz
17,addis_01,1,0.6129224896430969,0.316403865814209,0.6692724823951721,-0.29651862382888794,0.35286861658096313,0.056349992752075195,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000017.npz
18,addis_01,2,0.4416293203830719,0.3102221190929413,0.6381740570068359,-0.13140720129013062,0.32795193791389465,0.19654473662376404,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000018.npz
19,addis_01,3,0.5903687477111816,0.32968589663505554,0.5959112644195557,-0.2606828510761261,0.2662253677845001,0.0055425167083740234,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000019.npz
20,addis_01,4,0.5551377534866333,0.3325415849685669,0.690605878829956,-0.2225961685180664,0.35806429386138916,0.13546812534332275,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000020.npz
21,addis_01,5,0.6115256547927856,0.29762548208236694,0.6537311673164368,-0.3139001727104187,0.3561056852340698,0.04220551252365112,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000021.npz
22,addis_01,6,0.6055469512939453,0.2797722816467285,0.6245173215866089,-0.3257746696472168,0.34474503993988037,0.018970370292663574,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000022.npz
23,addis_01,7,0.6644906997680664,0.30924665927886963,0.6687846779823303,-0.3552440404891968,0.3595380187034607,0.004293978214263916,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000023.npz
24,addis_01,8,0.6781400442123413,0.37237709760665894,0.6339366436004639,-0.3057629466056824,0.26155954599380493,-0.04420340061187744,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000024.npz
25,addis_01,9,0.6509599089622498,0.30375826358795166,0.6229321956634521,-0.3472016453742981,0.3191739320755005,-0.028027713298797607,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000025.npz
26,addis_01,10,0.6717174649238586,0.3008425533771515,0.5870587229728699,-0.37087491154670715,0.2862161695957184,-0.08465874195098877,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000026.npz
27,addis_01,11,0.6725490093231201,0.29109108448028564,0.38905471563339233,-0.3814579248428345,0.09796363115310669,-0.2834942936897278,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000027.npz
28,addis_01,12,0.7022063732147217,0.35270535945892334,0.6983139514923096,-0.34950101375579834,0.34560859203338623,-0.0038924217224121094,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000028.npz
29,addis_01,13,0.5509685277938843,0.3333386778831482,0.6836970448493958,-0.21762984991073608,0.35035836696624756,0.13272851705551147,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000029.npz
30,addis_01,14,0.6719093918800354,0.3782089948654175,0.5722457766532898,-0.2937003970146179,0.19403678178787231,-0.0996636152267456,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000030.npz
31,addis_01,15,0.6505498290061951,0.37839406728744507,0.7007277607917786,-0.27215576171875,0.3223336935043335,0.050177931785583496,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000031.npz
32,auckland_01,0,,0.8449759483337402,,,,,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000032.npz
33,auckland_01,1,,0.8620949387550354,,,,,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000033.npz
34,auckland_01,2,,0.8617963194847107,,,,,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000034.npz
35,auckland_01,3,,0.629281759262085,,,,,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000035.npz
36,auckland_01,4,0.06561939418315887,0.8335177898406982,-0.11234496533870697,0.7678983956575394,-0.9458627551794052,-0.17796435952186584,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000036.npz
37,auckland_01,5,-0.0052308691665530205,0.8507857322692871,-0.033369846642017365,0.8560166014358401,-0.8841555789113045,-0.028138977475464344,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000037.npz
38,auckland_01,6,0.04803992807865143,0.8340003490447998,-0.12858499586582184,0.7859604209661484,-0.9625853449106216,-0.17662492394447327,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000038.npz
39,auckland_01,7,-0.13705942034721375,0.13318224251270294,-0.012460308149456978,0.2702416628599167,-0.14564255066215992,0.12459911219775677,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000039.npz
40,auckland_01,8,0.045077845454216,0.7699077129364014,-0.3820057511329651,0.7248298674821854,-1.1519134640693665,-0.4270835965871811,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000040.npz
41,auckland_01,9,-0.14140494167804718,0.5357030630111694,-0.2251375913619995,0.6771080046892166,-0.760840654373169,-0.08373264968395233,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000041.npz
42,auckland_01,10,0.03165056183934212,-0.045595452189445496,-0.03731516748666763,-0.07724601402878761,0.008280284702777863,-0.06896572932600975,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000042.npz
43,auckland_01,11,0.0743204802274704,-0.29886651039123535,-0.03264811262488365,-0.37318699061870575,0.2662183977663517,-0.10696859285235405,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000043.npz
44,auckland_01,12,-0.03547973558306694,0.17728392779827118,-0.3840755820274353,0.21276366338133812,-0.5613595098257065,-0.34859584644436836,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000044.npz
45,auckland_01,13,-0.1741448938846588,-0.17406436800956726,-0.21017296612262726,8.052587509155273e-05,-0.03610859811306,-0.036028072237968445,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000045.npz
46,auckland_01,14,-0.026119237765669823,0.12699513137340546,-0.1709170639514923,0.15311436913907528,-0.29791219532489777,-0.1447978261858225,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000046.npz
47,auckland_01,15,-0.004487145226448774,0.7135162949562073,-0.10610737651586533,0.718003440182656,-0.8196236714720726,-0.10162023128941655,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000047.npz
48,bangalore_01,0,0.29021942615509033,0.46286511421203613,0.4617474675178528,0.1726456880569458,-0.0011176466941833496,0.17152804136276245,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000048.npz
49,bangalore_01,1,0.4019913375377655,0.5110410451889038,0.47972428798675537,0.1090497076511383,-0.03131675720214844,0.07773295044898987,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000049.npz
50,bangalore_01,2,0.5364285707473755,0.5792802572250366,0.46019527316093445,0.04285168647766113,-0.11908498406410217,-0.07623329758644104,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000050.npz
51,bangalore_01,3,0.53984135389328,0.5918157696723938,0.48363447189331055,0.05197441577911377,-0.10818129777908325,-0.05620688199996948,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000051.npz
52,bangalore_01,4,0.23601646721363068,0.47586363554000854,0.5290683507919312,0.23984716832637787,0.05320471525192261,0.2930518835783005,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000052.npz
53,bangalore_01,5,0.26961398124694824,0.5060396790504456,0.49532344937324524,0.23642569780349731,-0.010716229677200317,0.225709468126297,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000053.npz
54,bangalore_01,6,0.3750978708267212,0.5698456764221191,0.45052510499954224,0.19474780559539795,-0.1193205714225769,0.07542723417282104,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000054.npz
55,bangalore_01,7,0.5027307271957397,0.5974912643432617,0.45799970626831055,0.09476053714752197,-0.13949155807495117,-0.0447310209274292,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000055.npz
56,bangalore_01,8,0.22284388542175293,0.4524511694908142,0.4858972430229187,0.22960728406906128,0.03344607353210449,0.26305335760116577,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000056.npz
57,bangalore_01,9,0.27835696935653687,0.4848385453224182,0.4998707175254822,0.20648157596588135,0.015032172203063965,0.2215137481689453,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000057.npz
58,bangalore_01,10,0.4055541157722473,0.5873549580574036,0.5781645774841309,0.18180084228515625,-0.009190380573272705,0.17261046171188354,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000058.npz
59,bangalore_01,11,0.3368520140647888,0.5263998508453369,0.4633268713951111,0.1895478367805481,-0.06307297945022583,0.12647485733032227,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000059.npz
60,bangalore_01,12,0.25533127784729004,0.49956566095352173,0.5292936563491821,0.2442343831062317,0.0297279953956604,0.2739623785018921,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000060.npz
61,bangalore_01,13,0.3696260452270508,0.485853374004364,0.37681907415390015,0.11622732877731323,-0.10903429985046387,0.007193028926849365,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000061.npz
62,bangalore_01,14,0.42797720432281494,0.5584651231765747,0.447903037071228,0.13048791885375977,-0.11056208610534668,0.019925832748413086,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000062.npz
63,bangalore_01,15,0.32023900747299194,0.5051807761192322,0.3901614844799042,0.18494176864624023,-0.115019291639328,0.06992247700691223,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000063.npz
64,beijing_01,0,0.4284447133541107,0.4218958020210266,0.3712512254714966,-0.0065489113330841064,-0.05064457654953003,-0.057193487882614136,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000064.npz
65,beijing_01,1,0.49886631965637207,0.4576432406902313,0.4972546696662903,-0.04122307896614075,0.03961142897605896,-0.0016116499900817871,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000065.npz
66,beijing_01,2,0.4936835765838623,0.4889271855354309,0.527687668800354,-0.0047563910484313965,0.038760483264923096,0.0340040922164917,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000066.npz
67,beijing_01,3,0.587644636631012,0.5902447700500488,0.5839804410934448,0.0026001334190368652,-0.006264328956604004,-0.0036641955375671387,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000067.npz
68,beijing_01,4,0.5611803531646729,0.5328584909439087,0.5395826101303101,-0.02832186222076416,0.006724119186401367,-0.021597743034362793,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000068.npz
69,beijing_01,5,0.49483925104141235,0.4693957269191742,0.4920344054698944,-0.02544352412223816,0.022638678550720215,-0.0028048455715179443,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000069.npz
70,beijing_01,6,0.5105477571487427,0.47027525305747986,0.522750735282898,-0.04027250409126282,0.05247548222541809,0.012202978134155273,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000070.npz
71,beijing_01,7,0.5480085611343384,0.5803620219230652,0.5677111148834229,0.03235346078872681,-0.012650907039642334,0.019702553749084473,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000071.npz
72,beijing_01,8,0.46302175521850586,0.3927128314971924,0.4231826364994049,-0.07030892372131348,0.030469805002212524,-0.03983911871910095,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000072.npz
73,beijing_01,9,0.5166234970092773,0.5093827247619629,0.5144537091255188,-0.007240772247314453,0.005070984363555908,-0.002169787883758545,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000073.npz
74,beijing_01,10,0.4913712739944458,0.49183207750320435,0.48304033279418945,0.0004608035087585449,-0.008791744709014893,-0.008330941200256348,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000074.npz
75,beijing_01,11,0.6215065121650696,0.5867668986320496,0.5851989984512329,-0.03473961353302002,-0.0015679001808166504,-0.03630751371383667,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000075.npz
76,beijing_01,12,0.49589771032333374,0.4460386037826538,0.4709392189979553,-0.04985910654067993,0.024900615215301514,-0.024958491325378418,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000076.npz
77,beijing_01,13,0.5156214237213135,0.48805657029151917,0.4746735394001007,-0.02756485342979431,-0.013383030891418457,-0.04094788432121277,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000077.npz
78,beijing_01,14,0.5485265254974365,0.5714080333709717,0.5091764330863953,0.022881507873535156,-0.062231600284576416,-0.03935009241104126,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000078.npz
79,beijing_01,15,0.6154673099517822,0.5871977806091309,0.6032203435897827,-0.028269529342651367,0.016022562980651855,-0.012246966361999512,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000079.npz
80,berlin_01,0,0.31086480617523193,0.7317851781845093,0.7075062990188599,0.42092037200927734,-0.024278879165649414,0.39664149284362793,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000080.npz
81,berlin_01,1,0.7877867221832275,0.6967377066612244,0.6722073554992676,-0.09104901552200317,-0.024530351161956787,-0.11557936668395996,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000081.npz
82,berlin_01,2,0.7391964197158813,0.6510242819786072,0.6360170841217041,-0.08817213773727417,-0.015007197856903076,-0.10317933559417725,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000082.npz
83,berlin_01,3,0.6280238032341003,0.6046682596206665,0.5919797420501709,-0.023355543613433838,-0.012688517570495605,-0.03604406118392944,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000083.npz
84,berlin_01,4,0.7383331060409546,0.7401891350746155,0.724909782409668,0.0018560290336608887,-0.01527935266494751,-0.013423323631286621,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000084.npz
85,berlin_01,5,0.7237772345542908,0.7141051292419434,0.6906599998474121,-0.009672105312347412,-0.02344512939453125,-0.03311723470687866,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000085.npz
86,berlin_01,6,0.6652011275291443,0.6663814187049866,0.6426429748535156,0.0011802911758422852,-0.023738443851470947,-0.022558152675628662,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000086.npz
87,berlin_01,7,0.6117666959762573,0.6217931509017944,0.6005271673202515,0.01002645492553711,-0.02126598358154297,-0.01123952865600586,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000087.npz
88,berlin_01,8,0.7339458465576172,0.7093660831451416,0.6933343410491943,-0.024579763412475586,-0.016031742095947266,-0.04061150550842285,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000088.npz
89,berlin_01,9,0.6807331442832947,0.697514533996582,0.6768699884414673,0.016781389713287354,-0.020644545555114746,-0.0038631558418273926,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000089.npz
90,berlin_01,10,0.6359429359436035,0.6272672414779663,0.6060081124305725,-0.008675694465637207,-0.0212591290473938,-0.029934823513031006,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000090.npz
91,berlin_01,11,0.6744437217712402,0.6091092824935913,0.5937694311141968,-0.06533443927764893,-0.015339851379394531,-0.08067429065704346,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000091.npz
92,berlin_01,12,0.7273401021957397,0.6924943923950195,0.6779149770736694,-0.034845709800720215,-0.014579415321350098,-0.04942512512207031,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000092.npz
93,berlin_01,13,0.7218338251113892,0.6063679456710815,0.5793818831443787,-0.11546587944030762,-0.02698606252670288,-0.1424519419670105,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000093.npz
94,berlin_01,14,0.6447848081588745,0.6339622735977173,0.6005426645278931,-0.010822534561157227,-0.03341960906982422,-0.044242143630981445,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000094.npz
95,berlin_01,15,0.5505203008651733,0.5948271155357361,0.5909037590026855,0.044306814670562744,-0.003923356533050537,0.04038345813751221,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000095.npz
96,bogota_01,0,0.5506994128227234,0.30794399976730347,0.694988489151001,-0.24275541305541992,0.3870444893836975,0.1442890763282776,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000096.npz
97,bogota_01,1,0.5924144387245178,0.46997153759002686,0.7054802775382996,-0.12244290113449097,0.2355087399482727,0.11306583881378174,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000097.npz
98,bogota_01,2,0.1757912039756775,0.37464094161987305,0.704319417476654,0.19884973764419556,0.329678475856781,0.5285282135009766,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000098.npz
99,bogota_01,3,-0.08546924591064453,0.033831819891929626,0.5929837226867676,0.11930106580257416,0.559151902794838,0.6784529685974121,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000099.npz
100,bogota_01,4,0.249814972281456,0.31262630224227905,0.5217483639717102,0.06281132996082306,0.20912206172943115,0.2719333916902542,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000100.npz
101,bogota_01,5,0.08627874404191971,0.3418709933757782,0.7276772856712341,0.2555922493338585,0.38580629229545593,0.6413985416293144,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000101.npz
102,bogota_01,6,0.15088015794754028,0.16814906895160675,0.7498855590820312,0.017268911004066467,0.5817364901304245,0.599005401134491,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000102.npz
103,bogota_01,7,0.31303679943084717,0.14845526218414307,0.6305060386657715,-0.1645815372467041,0.4820507764816284,0.3174692392349243,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000103.npz
104,bogota_01,8,0.10869038105010986,0.15060962736606598,0.59807288646698,0.041919246315956116,0.447463259100914,0.4893825054168701,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000104.npz
105,bogota_01,9,0.07670075446367264,0.5499302744865417,0.73789381980896,0.4732295200228691,0.1879635453224182,0.6611930653452873,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000105.npz
106,bogota_01,10,0.36457130312919617,0.2858388423919678,0.7106446623802185,-0.0787324607372284,0.42480581998825073,0.34607335925102234,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000106.npz
107,bogota_01,11,0.5557249784469604,0.24708057940006256,0.6084311008453369,-0.3086443990468979,0.36135052144527435,0.052706122398376465,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000107.npz
108,bogota_01,12,0.23996451497077942,0.11012343317270279,0.4822728931903839,-0.12984108179807663,0.3721494600176811,0.2423083782196045,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000108.npz
109,bogota_01,13,0.15531691908836365,0.2481323778629303,0.6724167466163635,0.09281545877456665,0.4242843687534332,0.5170998275279999,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000109.npz
110,bogota_01,14,0.5646165609359741,0.30563467741012573,0.71678626537323,-0.2589818835258484,0.41115158796310425,0.15216970443725586,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000110.npz
111,bogota_01,15,0.6848078370094299,0.18486088514328003,0.7184337377548218,-0.4999469518661499,0.5335728526115417,0.033625900745391846,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000111.npz
112,brisbane_01,0,0.1573072224855423,0.7731568217277527,0.4656836688518524,0.6158495992422104,-0.30747315287590027,0.3083764463663101,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000112.npz
113,brisbane_01,1,0.26684337854385376,0.8282569646835327,0.7258098721504211,0.561413586139679,-0.10244709253311157,0.4589664936065674,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000113.npz
114,brisbane_01,2,0.19423772394657135,0.8604233860969543,0.6852425932884216,0.666185662150383,-0.17518079280853271,0.4910048693418503,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000114.npz
115,brisbane_01,3,0.2010759860277176,0.7961220741271973,0.6944209337234497,0.5950460880994797,-0.10170114040374756,0.4933449476957321,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000115.npz
