sample_id,location_id,patch_id,ndvi_2019,ndvi_2021,ndvi_2023,delta_2019_2023,label,path,split,d01,d12,y_curv3,y_curv4
36,auckland_01,4,0.0656193941831588,0.8335177898406982,-0.1123449653387069,-0.1779643595218658,0,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000036.npz,test,0.7678983956575395,-0.9458627551794051,-1,2
37,auckland_01,5,-0.005230869166553,0.8507857322692871,-0.0333698466420173,-0.0281389774754643,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000037.npz,test,0.8560166014358401,-0.8841555789113044,-1,2
38,auckland_01,6,0.0480399280786514,0.8340003490447998,-0.1285849958658218,-0.1766249239444732,0,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000038.npz,test,0.7859604209661484,-0.9625853449106216,-1,2
39,auckland_01,7,-0.1370594203472137,0.1331822425127029,-0.0124603081494569,0.1245991121977567,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000039.npz,test,0.2702416628599166,-0.14564255066215978,-1,2
40,auckland_01,8,0.045077845454216,0.7699077129364014,-0.3820057511329651,-0.4270835965871811,0,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000040.npz,test,0.7248298674821854,-1.1519134640693665,-1,2
41,auckland_01,9,-0.1414049416780471,0.5357030630111694,-0.2251375913619995,-0.0837326496839523,0,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000041.npz,test,0.6771080046892165,-0.760840654373169,-1,2
42,auckland_01,10,0.0316505618393421,-0.0455954521894454,-0.0373151674866676,-0.0689657293260097,0,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000042.npz,test,-0.0772460140287875,0.0082802847027778,1,3
43,auckland_01,11,0.0743204802274704,-0.2988665103912353,-0.0326481126248836,-0.106968592852354,0,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000043.npz,test,-0.3731869906187057,0.2662183977663517,-1,2
44,auckland_01,12,-0.0354797355830669,0.1772839277982711,-0.3840755820274353,-0.3485958464443683,0,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000044.npz,test,0.212763663381338,-0.5613595098257064,-1,2
45,auckland_01,13,-0.1741448938846588,-0.1740643680095672,-0.2101729661226272,-0.0360280722379684,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000045.npz,test,8.052587509160825e-05,-0.03610859811306,1,3
46,auckland_01,14,-0.0261192377656698,0.1269951313734054,-0.1709170639514923,-0.1447978261858225,0,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000046.npz,test,0.1531143691390752,-0.2979121953248977,-1,2
47,auckland_01,15,-0.0044871452264487,0.7135162949562073,-0.1061073765158653,-0.1016202312894165,0,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000047.npz,test,0.7180034401826559,-0.8196236714720726,-1,2
48,bangalore_01,0,0.2902194261550903,0.4628651142120361,0.4617474675178528,0.1715280413627624,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000048.npz,train,0.1726456880569458,-0.001117646694183294,1,3
49,bangalore_01,1,0.4019913375377655,0.5110410451889038,0.4797242879867553,0.0777329504489898,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000049.npz,train,0.1090497076511383,-0.03131675720214849,1,3
50,bangalore_01,2,0.5364285707473755,0.5792802572250366,0.4601952731609344,-0.076233297586441,0,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000050.npz,train,0.04285168647766113,-0.11908498406410223,1,3
51,bangalore_01,3,0.53984135389328,0.5918157696723938,0.4836344718933105,-0.0562068819999694,0,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000051.npz,train,0.05197441577911377,-0.10818129777908331,-1,2
52,bangalore_01,4,0.2360164672136306,0.4758636355400085,0.5290683507919312,0.2930518835783005,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000052.npz,train,0.2398471683263779,0.05320471525192266,2,1
53,bangalore_01,5,0.2696139812469482,0.5060396790504456,0.4953234493732452,0.225709468126297,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000053.npz,train,0.23642569780349737,-0.010716229677200373,1,3
54,bangalore_01,6,0.3750978708267212,0.5698456764221191,0.4505251049995422,0.075427234172821,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000054.npz,train,0.19474780559539795,-0.11932057142257696,-1,2
55,bangalore_01,7,0.5027307271957397,0.5974912643432617,0.4579997062683105,-0.0447310209274292,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000055.npz,train,0.09476053714752197,-0.13949155807495123,-1,2
56,bangalore_01,8,0.2228438854217529,0.4524511694908142,0.4858972430229187,0.2630533576011657,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000056.npz,train,0.2296072840690613,0.03344607353210449,1,3
57,bangalore_01,9,0.2783569693565368,0.4848385453224182,0.4998707175254822,0.2215137481689453,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000057.npz,train,0.2064815759658814,0.015032172203063965,1,3
58,bangalore_01,10,0.4055541157722473,0.5873549580574036,0.5781645774841309,0.1726104617118835,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000058.npz,train,0.18180084228515625,-0.009190380573272705,1,3
59,bangalore_01,11,0.3368520140647888,0.5263998508453369,0.4633268713951111,0.1264748573303222,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000059.npz,train,0.1895478367805481,-0.06307297945022583,-1,2
60,bangalore_01,12,0.25533127784729,0.4995656609535217,0.5292936563491821,0.2739623785018921,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000060.npz,train,0.2442343831062317,0.029727995395660456,1,3
61,bangalore_01,13,0.3696260452270508,0.485853374004364,0.3768190741539001,0.0071930289268493,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000061.npz,train,0.11622732877731323,-0.10903429985046392,-1,2
62,bangalore_01,14,0.4279772043228149,0.5584651231765747,0.447903037071228,0.019925832748413,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000062.npz,train,0.13048791885375982,-0.11056208610534668,-1,2
63,bangalore_01,15,0.3202390074729919,0.5051807761192322,0.3901614844799042,0.0699224770069122,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000063.npz,train,0.1849417686462403,-0.115019291639328,-1,2
64,beijing_01,0,0.4284447133541107,0.4218958020210266,0.3712512254714966,-0.0571934878826141,0,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000064.npz,train,-0.0065489113330841064,-0.05064457654953003,1,3
65,beijing_01,1,0.498866319656372,0.4576432406902313,0.4972546696662903,-0.0016116499900817,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000065.npz,train,-0.04122307896614069,0.03961142897605896,1,3
66,beijing_01,2,0.4936835765838623,0.4889271855354309,0.527687668800354,0.0340040922164917,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000066.npz,train,-0.0047563910484313965,0.038760483264923096,1,3
67,beijing_01,3,0.587644636631012,0.5902447700500488,0.5839804410934448,-0.0036641955375671,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000067.npz,train,0.0026001334190368652,-0.006264328956604004,1,3
68,beijing_01,4,0.5611803531646729,0.5328584909439087,0.5395826101303101,-0.0215977430343627,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000068.npz,train,-0.02832186222076416,0.006724119186401367,1,3
69,beijing_01,5,0.4948392510414123,0.4693957269191742,0.4920344054698944,-0.0028048455715179,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000069.npz,train,-0.025443524122238104,0.022638678550720215,1,3
70,beijing_01,6,0.5105477571487427,0.4702752530574798,0.522750735282898,0.0122029781341552,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000070.npz,train,-0.04027250409126287,0.052475482225418146,1,3
71,beijing_01,7,0.5480085611343384,0.5803620219230652,0.5677111148834229,0.0197025537490844,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000071.npz,train,0.03235346078872681,-0.012650907039642334,1,3
72,beijing_01,8,0.4630217552185058,0.3927128314971924,0.4231826364994049,-0.0398391187191009,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000072.npz,train,-0.07030892372131342,0.030469805002212524,1,3
73,beijing_01,9,0.5166234970092773,0.5093827247619629,0.5144537091255188,-0.0021697878837585,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000073.npz,train,-0.007240772247314453,0.005070984363555908,1,3
74,beijing_01,10,0.4913712739944458,0.4918320775032043,0.4830403327941894,-0.0083309412002563,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000074.npz,train,0.0004608035087584894,-0.008791744709014893,1,3
75,beijing_01,11,0.6215065121650696,0.5867668986320496,0.5851989984512329,-0.0363075137138366,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000075.npz,train,-0.03473961353302002,-0.0015679001808166504,1,3
76,beijing_01,12,0.4958977103233337,0.4460386037826538,0.4709392189979553,-0.0249584913253784,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000076.npz,train,-0.049859106540679876,0.024900615215301514,1,3
77,beijing_01,13,0.5156214237213135,0.4880565702915191,0.4746735394001007,-0.0409478843212127,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000077.npz,train,-0.027564853429794367,-0.013383030891418402,1,3
78,beijing_01,14,0.5485265254974365,0.5714080333709717,0.5091764330863953,-0.0393500924110412,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000078.npz,train,0.022881507873535156,-0.062231600284576416,1,3
79,beijing_01,15,0.6154673099517822,0.5871977806091309,0.6032203435897827,-0.0122469663619995,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000079.npz,train,-0.028269529342651367,0.016022562980651855,1,3
80,berlin_01,0,0.3108648061752319,0.7317851781845093,0.7075062990188599,0.3966414928436279,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000080.npz,train,0.4209203720092774,-0.024278879165649414,1,3
81,berlin_01,1,0.7877867221832275,0.6967377066612244,0.6722073554992676,-0.1155793666839599,0,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000081.npz,train,-0.09104901552200317,-0.024530351161956787,1,3
82,berlin_01,2,0.7391964197158813,0.6510242819786072,0.6360170841217041,-0.1031793355941772,0,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000082.npz,train,-0.08817213773727417,-0.015007197856903076,1,3
83,berlin_01,3,0.6280238032341003,0.6046682596206665,0.5919797420501709,-0.0360440611839294,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000083.npz,train,-0.023355543613433838,-0.012688517570495605,1,3
84,berlin_01,4,0.7383331060409546,0.7401891350746155,0.724909782409668,-0.0134233236312866,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000084.npz,train,0.0018560290336608887,-0.01527935266494751,1,3
85,berlin_01,5,0.7237772345542908,0.7141051292419434,0.6906599998474121,-0.0331172347068786,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000085.npz,train,-0.009672105312347412,-0.02344512939453125,1,3
86,berlin_01,6,0.6652011275291443,0.6663814187049866,0.6426429748535156,-0.0225581526756286,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000086.npz,train,0.0011802911758422852,-0.023738443851470947,1,3
87,berlin_01,7,0.6117666959762573,0.6217931509017944,0.6005271673202515,-0.0112395286560058,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000087.npz,train,0.01002645492553711,-0.02126598358154297,1,3
88,berlin_01,8,0.7339458465576172,0.7093660831451416,0.6933343410491943,-0.0406115055084228,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000088.npz,train,-0.024579763412475586,-0.016031742095947266,1,3
89,berlin_01,9,0.6807331442832947,0.697514533996582,0.6768699884414673,-0.0038631558418273,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000089.npz,train,0.016781389713287354,-0.020644545555114746,1,3
90,berlin_01,10,0.6359429359436035,0.6272672414779663,0.6060081124305725,-0.029934823513031,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000090.npz,train,-0.008675694465637207,-0.0212591290473938,1,3
91,berlin_01,11,0.6744437217712402,0.6091092824935913,0.5937694311141968,-0.0806742906570434,0,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000091.npz,train,-0.06533443927764893,-0.015339851379394531,1,3
92,berlin_01,12,0.7273401021957397,0.6924943923950195,0.6779149770736694,-0.0494251251220703,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000092.npz,train,-0.034845709800720215,-0.014579415321350098,1,3
93,berlin_01,13,0.7218338251113892,0.6063679456710815,0.5793818831443787,-0.1424519419670105,0,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000093.npz,train,-0.11546587944030762,-0.02698606252670288,1,3
94,berlin_01,14,0.6447848081588745,0.6339622735977173,0.6005426645278931,-0.0442421436309814,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000094.npz,train,-0.010822534561157227,-0.03341960906982422,1,3
95,berlin_01,15,0.5505203008651733,0.5948271155357361,0.5909037590026855,0.0403834581375122,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000095.npz,train,0.044306814670562744,-0.003923356533050537,1,3
96,bogota_01,0,0.5506994128227234,0.3079439997673034,0.694988489151001,0.1442890763282776,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000096.npz,test,-0.24275541305541998,0.38704448938369757,-1,2
97,bogota_01,1,0.5924144387245178,0.4699715375900268,0.7054802775382996,0.1130658388137817,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000097.npz,test,-0.12244290113449102,0.23550873994827276,-1,2
98,bogota_01,2,0.1757912039756775,0.374640941619873,0.704319417476654,0.5285282135009766,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000098.npz,test,0.1988497376441955,0.32967847585678106,2,1
99,bogota_01,3,-0.0854692459106445,0.0338318198919296,0.5929837226867676,0.6784529685974121,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000099.npz,test,0.1193010658025741,0.559151902794838,2,1
100,bogota_01,4,0.249814972281456,0.312626302242279,0.5217483639717102,0.2719333916902542,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000100.npz,test,0.062811329960823,0.2091220617294312,2,1
101,bogota_01,5,0.0862787440419197,0.3418709933757782,0.7276772856712341,0.6413985416293144,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000101.npz,test,0.2555922493338585,0.38580629229545593,2,1
102,bogota_01,6,0.1508801579475402,0.1681490689516067,0.7498855590820312,0.599005401134491,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000102.npz,test,0.017268911004066495,0.5817364901304245,1,3
103,bogota_01,7,0.3130367994308471,0.148455262184143,0.6305060386657715,0.3174692392349243,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000103.npz,test,-0.1645815372467041,0.4820507764816285,-1,2
104,bogota_01,8,0.1086903810501098,0.1506096273660659,0.59807288646698,0.4893825054168701,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000104.npz,test,0.0419192463159561,0.4474632591009141,1,3
105,bogota_01,9,0.0767007544636726,0.5499302744865417,0.73789381980896,0.6611930653452873,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000105.npz,test,0.47322952002286917,0.1879635453224182,2,1
106,bogota_01,10,0.3645713031291961,0.2858388423919678,0.7106446623802185,0.3460733592510223,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000106.npz,test,-0.07873246073722834,0.42480581998825073,-1,2
107,bogota_01,11,0.5557249784469604,0.2470805794000625,0.6084311008453369,0.0527061223983764,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000107.npz,test,-0.30864439904689794,0.3613505214452744,-1,2
108,bogota_01,12,0.2399645149707794,0.1101234331727027,0.4822728931903839,0.2423083782196045,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000108.npz,test,-0.12984108179807669,0.37214946001768123,-1,2
109,bogota_01,13,0.1553169190883636,0.2481323778629303,0.6724167466163635,0.5170998275279999,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000109.npz,test,0.0928154587745667,0.4242843687534332,2,1
