sample_id,location_id,patch_id,ndvi_2019,ndvi_2021,ndvi_2023,delta_2019_2023,label,path
17,addis_01,1,0.6129224896430969,0.316403865814209,0.6692724823951721,0.056349992752075195,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000017.npz
18,addis_01,2,0.4416293203830719,0.3102221190929413,0.6381740570068359,0.19654473662376404,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000018.npz
19,addis_01,3,0.5903687477111816,0.32968589663505554,0.5959112644195557,0.0055425167083740234,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000019.npz
20,addis_01,4,0.5551377534866333,0.3325415849685669,0.690605878829956,0.13546812534332275,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000020.npz
21,addis_01,5,0.6115256547927856,0.29762548208236694,0.6537311673164368,0.04220551252365112,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000021.npz
22,addis_01,6,0.6055469512939453,0.2797722816467285,0.6245173215866089,0.018970370292663574,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000022.npz
23,addis_01,7,0.6644906997680664,0.30924665927886963,0.6687846779823303,0.004293978214263916,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000023.npz
24,addis_01,8,0.6781400442123413,0.37237709760665894,0.6339366436004639,-0.04420340061187744,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000024.npz
25,addis_01,9,0.6509599089622498,0.30375826358795166,0.6229321956634521,-0.028027713298797607,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000025.npz
26,addis_01,10,0.6717174649238586,0.3008425533771515,0.5870587229728699,-0.08465874195098877,0,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000026.npz
27,addis_01,11,0.6725490093231201,0.29109108448028564,0.38905471563339233,-0.2834942936897278,0,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000027.npz
28,addis_01,12,0.7022063732147217,0.35270535945892334,0.6983139514923096,-0.0038924217224121094,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000028.npz
29,addis_01,13,0.5509685277938843,0.3333386778831482,0.6836970448493958,0.13272851705551147,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000029.npz
30,addis_01,14,0.6719093918800354,0.3782089948654175,0.5722457766532898,-0.0996636152267456,0,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000030.npz
31,addis_01,15,0.6505498290061951,0.37839406728744507,0.7007277607917786,0.050177931785583496,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000031.npz
32,auckland_01,0,,0.8449759483337402,,,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000032.npz
33,auckland_01,1,,0.8620949387550354,,,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000033.npz
34,auckland_01,2,,0.8617963194847107,,,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000034.npz
35,auckland_01,3,,0.629281759262085,,,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000035.npz
36,auckland_01,4,0.06561939418315887,0.8335177898406982,-0.11234496533870697,-0.17796435952186584,0,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000036.npz
37,auckland_01,5,-0.0052308691665530205,0.8507857322692871,-0.033369846642017365,-0.028138977475464344,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000037.npz
38,auckland_01,6,0.04803992807865143,0.8340003490447998,-0.12858499586582184,-0.17662492394447327,0,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000038.npz
39,auckland_01,7,-0.13705942034721375,0.13318224251270294,-0.012460308149456978,0.12459911219775677,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000039.npz
40,auckland_01,8,0.045077845454216,0.7699077129364014,-0.3820057511329651,-0.4270835965871811,0,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000040.npz
41,auckland_01,9,-0.14140494167804718,0.5357030630111694,-0.2251375913619995,-0.08373264968395233,0,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000041.npz
42,auckland_01,10,0.03165056183934212,-0.045595452189445496,-0.03731516748666763,-0.06896572932600975,0,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000042.npz
43,auckland_01,11,0.0743204802274704,-0.29886651039123535,-0.03264811262488365,-0.10696859285235405,0,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000043.npz
44,auckland_01,12,-0.03547973558306694,0.17728392779827118,-0.3840755820274353,-0.34859584644436836,0,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000044.npz
45,auckland_01,13,-0.1741448938846588,-0.17406436800956726,-0.21017296612262726,-0.036028072237968445,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000045.npz
46,auckland_01,14,-0.026119237765669823,0.12699513137340546,-0.1709170639514923,-0.1447978261858225,0,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000046.npz
47,auckland_01,15,-0.004487145226448774,0.7135162949562073,-0.10610737651586533,-0.10162023128941655,0,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000047.npz
48,bangalore_01,0,0.29021942615509033,0.46286511421203613,0.4617474675178528,0.17152804136276245,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000048.npz
49,bangalore_01,1,0.4019913375377655,0.5110410451889038,0.47972428798675537,0.07773295044898987,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000049.npz
50,bangalore_01,2,0.5364285707473755,0.5792802572250366,0.46019527316093445,-0.07623329758644104,0,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000050.npz
51,bangalore_01,3,0.53984135389328,0.5918157696723938,0.48363447189331055,-0.05620688199996948,0,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000051.npz
52,bangalore_01,4,0.23601646721363068,0.47586363554000854,0.5290683507919312,0.2930518835783005,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000052.npz
53,bangalore_01,5,0.26961398124694824,0.5060396790504456,0.49532344937324524,0.225709468126297,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000053.npz
54,bangalore_01,6,0.3750978708267212,0.5698456764221191,0.45052510499954224,0.07542723417282104,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000054.npz
55,bangalore_01,7,0.5027307271957397,0.5974912643432617,0.45799970626831055,-0.0447310209274292,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000055.npz
56,bangalore_01,8,0.22284388542175293,0.4524511694908142,0.4858972430229187,0.26305335760116577,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000056.npz
57,bangalore_01,9,0.27835696935653687,0.4848385453224182,0.4998707175254822,0.2215137481689453,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000057.npz
58,bangalore_01,10,0.4055541157722473,0.5873549580574036,0.5781645774841309,0.17261046171188354,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000058.npz
59,bangalore_01,11,0.3368520140647888,0.5263998508453369,0.4633268713951111,0.12647485733032227,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000059.npz
60,bangalore_01,12,0.25533127784729004,0.49956566095352173,0.5292936563491821,0.2739623785018921,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000060.npz
61,bangalore_01,13,0.3696260452270508,0.485853374004364,0.37681907415390015,0.007193028926849365,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000061.npz
62,bangalore_01,14,0.42797720432281494,0.5584651231765747,0.447903037071228,0.019925832748413086,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000062.npz
63,bangalore_01,15,0.32023900747299194,0.5051807761192322,0.3901614844799042,0.06992247700691223,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000063.npz
64,beijing_01,0,0.4284447133541107,0.4218958020210266,0.3712512254714966,-0.057193487882614136,0,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000064.npz
65,beijing_01,1,0.49886631965637207,0.4576432406902313,0.4972546696662903,-0.0016116499900817871,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000065.npz
66,beijing_01,2,0.4936835765838623,0.4889271855354309,0.527687668800354,0.0340040922164917,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000066.npz
67,beijing_01,3,0.587644636631012,0.5902447700500488,0.5839804410934448,-0.0036641955375671387,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000067.npz
68,beijing_01,4,0.5611803531646729,0.5328584909439087,0.5395826101303101,-0.021597743034362793,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000068.npz
69,beijing_01,5,0.49483925104141235,0.4693957269191742,0.4920344054698944,-0.0028048455715179443,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000069.npz
70,beijing_01,6,0.5105477571487427,0.47027525305747986,0.522750735282898,0.012202978134155273,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000070.npz
71,beijing_01,7,0.5480085611343384,0.5803620219230652,0.5677111148834229,0.019702553749084473,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000071.npz
72,beijing_01,8,0.46302175521850586,0.3927128314971924,0.4231826364994049,-0.03983911871910095,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000072.npz
73,beijing_01,9,0.5166234970092773,0.5093827247619629,0.5144537091255188,-0.002169787883758545,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000073.npz
74,beijing_01,10,0.4913712739944458,0.49183207750320435,0.48304033279418945,-0.008330941200256348,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000074.npz
75,beijing_01,11,0.6215065121650696,0.5867668986320496,0.5851989984512329,-0.03630751371383667,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000075.npz
76,beijing_01,12,0.49589771032333374,0.4460386037826538,0.4709392189979553,-0.024958491325378418,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000076.npz
77,beijing_01,13,0.5156214237213135,0.48805657029151917,0.4746735394001007,-0.04094788432121277,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000077.npz
78,beijing_01,14,0.5485265254974365,0.5714080333709717,0.5091764330863953,-0.03935009241104126,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000078.npz
79,beijing_01,15,0.6154673099517822,0.5871977806091309,0.6032203435897827,-0.012246966361999512,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000079.npz
80,berlin_01,0,0.31086480617523193,0.7317851781845093,0.7075062990188599,0.39664149284362793,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000080.npz
81,berlin_01,1,0.7877867221832275,0.6967377066612244,0.6722073554992676,-0.11557936668395996,0,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000081.npz
82,berlin_01,2,0.7391964197158813,0.6510242819786072,0.6360170841217041,-0.10317933559417725,0,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000082.npz
83,berlin_01,3,0.6280238032341003,0.6046682596206665,0.5919797420501709,-0.03604406118392944,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000083.npz
84,berlin_01,4,0.7383331060409546,0.7401891350746155,0.724909782409668,-0.013423323631286621,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000084.npz
85,berlin_01,5,0.7237772345542908,0.7141051292419434,0.6906599998474121,-0.03311723470687866,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000085.npz
86,berlin_01,6,0.6652011275291443,0.6663814187049866,0.6426429748535156,-0.022558152675628662,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000086.npz
87,berlin_01,7,0.6117666959762573,0.6217931509017944,0.6005271673202515,-0.01123952865600586,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000087.npz
88,berlin_01,8,0.7339458465576172,0.7093660831451416,0.6933343410491943,-0.04061150550842285,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000088.npz
89,berlin_01,9,0.6807331442832947,0.697514533996582,0.6768699884414673,-0.0038631558418273926,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000089.npz
90,berlin_01,10,0.6359429359436035,0.6272672414779663,0.6060081124305725,-0.029934823513031006,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000090.npz
91,berlin_01,11,0.6744437217712402,0.6091092824935913,0.5937694311141968,-0.08067429065704346,0,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000091.npz
92,berlin_01,12,0.7273401021957397,0.6924943923950195,0.6779149770736694,-0.04942512512207031,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000092.npz
93,berlin_01,13,0.7218338251113892,0.6063679456710815,0.5793818831443787,-0.1424519419670105,0,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000093.npz
94,berlin_01,14,0.6447848081588745,0.6339622735977173,0.6005426645278931,-0.044242143630981445,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000094.npz
95,berlin_01,15,0.5505203008651733,0.5948271155357361,0.5909037590026855,0.04038345813751221,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000095.npz
96,bogota_01,0,0.5506994128227234,0.30794399976730347,0.694988489151001,0.1442890763282776,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000096.npz
97,bogota_01,1,0.5924144387245178,0.46997153759002686,0.7054802775382996,0.11306583881378174,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000097.npz
98,bogota_01,2,0.1757912039756775,0.37464094161987305,0.704319417476654,0.5285282135009766,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000098.npz
99,bogota_01,3,-0.08546924591064453,0.033831819891929626,0.5929837226867676,0.6784529685974121,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000099.npz
100,bogota_01,4,0.249814972281456,0.31262630224227905,0.5217483639717102,0.2719333916902542,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000100.npz
101,bogota_01,5,0.08627874404191971,0.3418709933757782,0.7276772856712341,0.6413985416293144,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000101.npz
102,bogota_01,6,0.15088015794754028,0.16814906895160675,0.7498855590820312,0.599005401134491,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000102.npz
103,bogota_01,7,0.31303679943084717,0.14845526218414307,0.6305060386657715,0.3174692392349243,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000103.npz
104,bogota_01,8,0.10869038105010986,0.15060962736606598,0.59807288646698,0.4893825054168701,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000104.npz
105,bogota_01,9,0.07670075446367264,0.5499302744865417,0.73789381980896,0.6611930653452873,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000105.npz
106,bogota_01,10,0.36457130312919617,0.2858388423919678,0.7106446623802185,0.34607335925102234,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000106.npz
107,bogota_01,11,0.5557249784469604,0.24708057940006256,0.6084311008453369,0.052706122398376465,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000107.npz
108,bogota_01,12,0.23996451497077942,0.11012343317270279,0.4822728931903839,0.2423083782196045,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000108.npz
109,bogota_01,13,0.15531691908836365,0.2481323778629303,0.6724167466163635,0.5170998275279999,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000109.npz
110,bogota_01,14,0.5646165609359741,0.30563467741012573,0.71678626537323,0.15216970443725586,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000110.npz
111,bogota_01,15,0.6848078370094299,0.18486088514328003,0.7184337377548218,0.033625900745391846,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000111.npz
112,brisbane_01,0,0.1573072224855423,0.7731568217277527,0.4656836688518524,0.3083764463663101,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000112.npz
113,brisbane_01,1,0.26684337854385376,0.8282569646835327,0.7258098721504211,0.4589664936065674,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000113.npz
114,brisbane_01,2,0.19423772394657135,0.8604233860969543,0.6852425932884216,0.4910048693418503,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000114.npz
115,brisbane_01,3,0.2010759860277176,0.7961220741271973,0.6944209337234497,0.4933449476957321,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000115.npz
116,brisbane_01,4,0.18590885400772095,0.7364948987960815,0.5789158344268799,0.39300698041915894,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000116.npz
117,brisbane_01,5,0.22241659462451935,0.8094829320907593,0.7086468935012817,0.4862302988767624,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000117.npz
118,brisbane_01,6,0.285106897354126,0.8503796458244324,0.7241441011428833,0.4390372037887573,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000118.npz
119,brisbane_01,7,0.21778780221939087,0.8193235993385315,0.7044715881347656,0.48668378591537476,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000119.npz
120,brisbane_01,8,-0.11855228245258331,0.697762131690979,0.8226714134216309,0.9412236958742142,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000120.npz
121,brisbane_01,9,0.40934500098228455,0.7805024981498718,0.7087692022323608,0.2994242012500763,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000121.npz
122,brisbane_01,10,0.3040844798088074,0.8299732208251953,0.751987874507904,0.4479033946990967,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000122.npz
123,brisbane_01,11,0.30361276865005493,0.8387960195541382,0.7356226444244385,0.43200987577438354,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000123.npz
124,brisbane_01,12,0.146600142121315,0.6585286855697632,0.0178378839045763,-0.1287622582167387,0,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000124.npz
125,brisbane_01,13,0.47408682107925415,0.7370213270187378,0.5796716809272766,0.10558485984802246,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000125.npz
126,brisbane_01,14,0.6763527393341064,0.8174197673797607,0.7219774723052979,0.045624732971191406,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000126.npz
127,brisbane_01,15,0.6050833463668823,0.8496533632278442,0.67930006980896,0.07421672344207764,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000127.npz
128,buenos_01,0,0.57636559009552,0.4210466146469116,0.6535918116569519,0.07722622156143188,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000128.npz
129,buenos_01,1,0.6100513935089111,0.3807036578655243,0.6282481551170349,0.01819676160812378,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000129.npz
130,buenos_01,2,0.6456683278083801,0.4238528609275818,0.6966019868850708,0.050933659076690674,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000130.npz
131,buenos_01,3,0.6111593842506409,0.42215782403945923,0.6540442705154419,0.042884886264801025,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000131.npz
132,buenos_01,4,0.6220017671585083,0.4127708673477173,0.6384210586547852,0.016419291496276855,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000132.npz
133,buenos_01,5,0.5101805925369263,0.43078166246414185,0.6589357852935791,0.14875519275665283,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000133.npz
134,buenos_01,6,0.537259578704834,0.4015547037124634,0.6634114980697632,0.1261519193649292,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000134.npz
135,buenos_01,7,0.5152571797370911,0.44096189737319946,0.6968950033187866,0.18163782358169556,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000135.npz
136,buenos_01,8,0.5159823298454285,0.5014036893844604,0.6897304058074951,0.17374807596206665,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000136.npz
