sample_id,location_id,patch_id,ndvi_2019,ndvi_2021,ndvi_2023,d01,d12,d02,label,path,split
27,addis_01,11,0.6725490093231201,0.2910910844802856,0.3890547156333923,-0.3814579248428345,0.0979636311531066,-0.2834942936897278,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000027.npz,test
28,addis_01,12,0.7022063732147217,0.3527053594589233,0.6983139514923096,-0.3495010137557983,0.3456085920333862,-0.0038924217224121,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000028.npz,test
29,addis_01,13,0.5509685277938843,0.3333386778831482,0.6836970448493958,-0.217629849910736,0.3503583669662475,0.1327285170555114,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000029.npz,test
30,addis_01,14,0.6719093918800354,0.3782089948654175,0.5722457766532898,-0.2937003970146179,0.1940367817878723,-0.0996636152267456,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000030.npz,test
31,addis_01,15,0.6505498290061951,0.378394067287445,0.7007277607917786,-0.27215576171875,0.3223336935043335,0.0501779317855834,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000031.npz,test
32,auckland_01,0,,0.8449759483337402,,,,,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000032.npz,test
33,auckland_01,1,,0.8620949387550354,,,,,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000033.npz,test
34,auckland_01,2,,0.8617963194847107,,,,,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000034.npz,test
35,auckland_01,3,,0.629281759262085,,,,,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000035.npz,test
36,auckland_01,4,0.0656193941831588,0.8335177898406982,-0.1123449653387069,0.7678983956575394,-0.9458627551794052,-0.1779643595218658,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000036.npz,test
37,auckland_01,5,-0.005230869166553,0.8507857322692871,-0.0333698466420173,0.8560166014358401,-0.8841555789113045,-0.0281389774754643,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000037.npz,test
38,auckland_01,6,0.0480399280786514,0.8340003490447998,-0.1285849958658218,0.7859604209661484,-0.9625853449106216,-0.1766249239444732,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000038.npz,test
39,auckland_01,7,-0.1370594203472137,0.1331822425127029,-0.0124603081494569,0.2702416628599167,-0.1456425506621599,0.1245991121977567,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000039.npz,test
40,auckland_01,8,0.045077845454216,0.7699077129364014,-0.3820057511329651,0.7248298674821854,-1.1519134640693665,-0.4270835965871811,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000040.npz,test
41,auckland_01,9,-0.1414049416780471,0.5357030630111694,-0.2251375913619995,0.6771080046892166,-0.760840654373169,-0.0837326496839523,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000041.npz,test
42,auckland_01,10,0.0316505618393421,-0.0455954521894454,-0.0373151674866676,-0.0772460140287876,0.0082802847027778,-0.0689657293260097,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000042.npz,test
43,auckland_01,11,0.0743204802274704,-0.2988665103912353,-0.0326481126248836,-0.3731869906187057,0.2662183977663517,-0.106968592852354,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000043.npz,test
44,auckland_01,12,-0.0354797355830669,0.1772839277982711,-0.3840755820274353,0.2127636633813381,-0.5613595098257065,-0.3485958464443683,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000044.npz,test
45,auckland_01,13,-0.1741448938846588,-0.1740643680095672,-0.2101729661226272,8.052587509155273e-05,-0.03610859811306,-0.0360280722379684,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000045.npz,test
46,auckland_01,14,-0.0261192377656698,0.1269951313734054,-0.1709170639514923,0.1531143691390752,-0.2979121953248977,-0.1447978261858225,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000046.npz,test
47,auckland_01,15,-0.0044871452264487,0.7135162949562073,-0.1061073765158653,0.718003440182656,-0.8196236714720726,-0.1016202312894165,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000047.npz,test
48,bangalore_01,0,0.2902194261550903,0.4628651142120361,0.4617474675178528,0.1726456880569458,-0.0011176466941833,0.1715280413627624,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000048.npz,train
49,bangalore_01,1,0.4019913375377655,0.5110410451889038,0.4797242879867553,0.1090497076511383,-0.0313167572021484,0.0777329504489898,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000049.npz,train
50,bangalore_01,2,0.5364285707473755,0.5792802572250366,0.4601952731609344,0.0428516864776611,-0.1190849840641021,-0.076233297586441,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000050.npz,train
51,bangalore_01,3,0.53984135389328,0.5918157696723938,0.4836344718933105,0.0519744157791137,-0.1081812977790832,-0.0562068819999694,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000051.npz,train
52,bangalore_01,4,0.2360164672136306,0.4758636355400085,0.5290683507919312,0.2398471683263778,0.0532047152519226,0.2930518835783005,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000052.npz,train
53,bangalore_01,5,0.2696139812469482,0.5060396790504456,0.4953234493732452,0.2364256978034973,-0.0107162296772003,0.225709468126297,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000053.npz,train
54,bangalore_01,6,0.3750978708267212,0.5698456764221191,0.4505251049995422,0.1947478055953979,-0.1193205714225769,0.075427234172821,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000054.npz,train
55,bangalore_01,7,0.5027307271957397,0.5974912643432617,0.4579997062683105,0.0947605371475219,-0.1394915580749511,-0.0447310209274292,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000055.npz,train
56,bangalore_01,8,0.2228438854217529,0.4524511694908142,0.4858972430229187,0.2296072840690612,0.0334460735321044,0.2630533576011657,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000056.npz,train
57,bangalore_01,9,0.2783569693565368,0.4848385453224182,0.4998707175254822,0.2064815759658813,0.0150321722030639,0.2215137481689453,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000057.npz,train
58,bangalore_01,10,0.4055541157722473,0.5873549580574036,0.5781645774841309,0.1818008422851562,-0.0091903805732727,0.1726104617118835,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000058.npz,train
59,bangalore_01,11,0.3368520140647888,0.5263998508453369,0.4633268713951111,0.1895478367805481,-0.0630729794502258,0.1264748573303222,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000059.npz,train
60,bangalore_01,12,0.25533127784729,0.4995656609535217,0.5292936563491821,0.2442343831062317,0.0297279953956604,0.2739623785018921,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000060.npz,train
61,bangalore_01,13,0.3696260452270508,0.485853374004364,0.3768190741539001,0.1162273287773132,-0.1090342998504638,0.0071930289268493,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000061.npz,train
62,bangalore_01,14,0.4279772043228149,0.5584651231765747,0.447903037071228,0.1304879188537597,-0.1105620861053466,0.019925832748413,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000062.npz,train
63,bangalore_01,15,0.3202390074729919,0.5051807761192322,0.3901614844799042,0.1849417686462402,-0.115019291639328,0.0699224770069122,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000063.npz,train
64,beijing_01,0,0.4284447133541107,0.4218958020210266,0.3712512254714966,-0.0065489113330841,-0.05064457654953,-0.0571934878826141,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000064.npz,train
65,beijing_01,1,0.498866319656372,0.4576432406902313,0.4972546696662903,-0.0412230789661407,0.0396114289760589,-0.0016116499900817,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000065.npz,train
66,beijing_01,2,0.4936835765838623,0.4889271855354309,0.527687668800354,-0.0047563910484313,0.038760483264923,0.0340040922164917,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000066.npz,train
67,beijing_01,3,0.587644636631012,0.5902447700500488,0.5839804410934448,0.0026001334190368,-0.006264328956604,-0.0036641955375671,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000067.npz,train
68,beijing_01,4,0.5611803531646729,0.5328584909439087,0.5395826101303101,-0.0283218622207641,0.0067241191864013,-0.0215977430343627,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000068.npz,train
69,beijing_01,5,0.4948392510414123,0.4693957269191742,0.4920344054698944,-0.0254435241222381,0.0226386785507202,-0.0028048455715179,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000069.npz,train
70,beijing_01,6,0.5105477571487427,0.4702752530574798,0.522750735282898,-0.0402725040912628,0.052475482225418,0.0122029781341552,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000070.npz,train
71,beijing_01,7,0.5480085611343384,0.5803620219230652,0.5677111148834229,0.0323534607887268,-0.0126509070396423,0.0197025537490844,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000071.npz,train
72,beijing_01,8,0.4630217552185058,0.3927128314971924,0.4231826364994049,-0.0703089237213134,0.0304698050022125,-0.0398391187191009,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000072.npz,train
73,beijing_01,9,0.5166234970092773,0.5093827247619629,0.5144537091255188,-0.0072407722473144,0.0050709843635559,-0.0021697878837585,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000073.npz,train
74,beijing_01,10,0.4913712739944458,0.4918320775032043,0.4830403327941894,0.0004608035087585,-0.0087917447090148,-0.0083309412002563,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000074.npz,train
75,beijing_01,11,0.6215065121650696,0.5867668986320496,0.5851989984512329,-0.03473961353302,-0.0015679001808166,-0.0363075137138366,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000075.npz,train
76,beijing_01,12,0.4958977103233337,0.4460386037826538,0.4709392189979553,-0.0498591065406799,0.0249006152153015,-0.0249584913253784,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000076.npz,train
77,beijing_01,13,0.5156214237213135,0.4880565702915191,0.4746735394001007,-0.0275648534297943,-0.0133830308914184,-0.0409478843212127,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000077.npz,train
78,beijing_01,14,0.5485265254974365,0.5714080333709717,0.5091764330863953,0.0228815078735351,-0.0622316002845764,-0.0393500924110412,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000078.npz,train
79,beijing_01,15,0.6154673099517822,0.5871977806091309,0.6032203435897827,-0.0282695293426513,0.0160225629806518,-0.0122469663619995,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000079.npz,train
80,berlin_01,0,0.3108648061752319,0.7317851781845093,0.7075062990188599,0.4209203720092773,-0.0242788791656494,0.3966414928436279,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000080.npz,train
81,berlin_01,1,0.7877867221832275,0.6967377066612244,0.6722073554992676,-0.0910490155220031,-0.0245303511619567,-0.1155793666839599,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000081.npz,train
82,berlin_01,2,0.7391964197158813,0.6510242819786072,0.6360170841217041,-0.0881721377372741,-0.015007197856903,-0.1031793355941772,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000082.npz,train
83,berlin_01,3,0.6280238032341003,0.6046682596206665,0.5919797420501709,-0.0233555436134338,-0.0126885175704956,-0.0360440611839294,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000083.npz,train
84,berlin_01,4,0.7383331060409546,0.7401891350746155,0.724909782409668,0.0018560290336608,-0.0152793526649475,-0.0134233236312866,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000084.npz,train
85,berlin_01,5,0.7237772345542908,0.7141051292419434,0.6906599998474121,-0.0096721053123474,-0.0234451293945312,-0.0331172347068786,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000085.npz,train
86,berlin_01,6,0.6652011275291443,0.6663814187049866,0.6426429748535156,0.0011802911758422,-0.0237384438514709,-0.0225581526756286,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000086.npz,train
87,berlin_01,7,0.6117666959762573,0.6217931509017944,0.6005271673202515,0.0100264549255371,-0.0212659835815429,-0.0112395286560058,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000087.npz,train
88,berlin_01,8,0.7339458465576172,0.7093660831451416,0.6933343410491943,-0.0245797634124755,-0.0160317420959472,-0.0406115055084228,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000088.npz,train
89,berlin_01,9,0.6807331442832947,0.697514533996582,0.6768699884414673,0.0167813897132873,-0.0206445455551147,-0.0038631558418273,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000089.npz,train
90,berlin_01,10,0.6359429359436035,0.6272672414779663,0.6060081124305725,-0.0086756944656372,-0.0212591290473938,-0.029934823513031,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000090.npz,train
91,berlin_01,11,0.6744437217712402,0.6091092824935913,0.5937694311141968,-0.0653344392776489,-0.0153398513793945,-0.0806742906570434,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000091.npz,train
92,berlin_01,12,0.7273401021957397,0.6924943923950195,0.6779149770736694,-0.0348457098007202,-0.01457941532135,-0.0494251251220703,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000092.npz,train
93,berlin_01,13,0.7218338251113892,0.6063679456710815,0.5793818831443787,-0.1154658794403076,-0.0269860625267028,-0.1424519419670105,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000093.npz,train
94,berlin_01,14,0.6447848081588745,0.6339622735977173,0.6005426645278931,-0.0108225345611572,-0.0334196090698242,-0.0442421436309814,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000094.npz,train
95,berlin_01,15,0.5505203008651733,0.5948271155357361,0.5909037590026855,0.0443068146705627,-0.0039233565330505,0.0403834581375122,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000095.npz,train
96,bogota_01,0,0.5506994128227234,0.3079439997673034,0.694988489151001,-0.2427554130554199,0.3870444893836975,0.1442890763282776,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000096.npz,test
97,bogota_01,1,0.5924144387245178,0.4699715375900268,0.7054802775382996,-0.1224429011344909,0.2355087399482727,0.1130658388137817,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000097.npz,test
98,bogota_01,2,0.1757912039756775,0.374640941619873,0.704319417476654,0.1988497376441955,0.329678475856781,0.5285282135009766,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000098.npz,test
99,bogota_01,3,-0.0854692459106445,0.0338318198919296,0.5929837226867676,0.1193010658025741,0.559151902794838,0.6784529685974121,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000099.npz,test
100,bogota_01,4,0.249814972281456,0.312626302242279,0.5217483639717102,0.062811329960823,0.2091220617294311,0.2719333916902542,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000100.npz,test
101,bogota_01,5,0.0862787440419197,0.3418709933757782,0.7276772856712341,0.2555922493338585,0.3858062922954559,0.6413985416293144,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000101.npz,test
102,bogota_01,6,0.1508801579475402,0.1681490689516067,0.7498855590820312,0.0172689110040664,0.5817364901304245,0.599005401134491,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000102.npz,test
103,bogota_01,7,0.3130367994308471,0.148455262184143,0.6305060386657715,-0.1645815372467041,0.4820507764816284,0.3174692392349243,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000103.npz,test
104,bogota_01,8,0.1086903810501098,0.1506096273660659,0.59807288646698,0.0419192463159561,0.447463259100914,0.4893825054168701,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000104.npz,test
105,bogota_01,9,0.0767007544636726,0.5499302744865417,0.73789381980896,0.4732295200228691,0.1879635453224182,0.6611930653452873,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000105.npz,test
106,bogota_01,10,0.3645713031291961,0.2858388423919678,0.7106446623802185,-0.0787324607372284,0.4248058199882507,0.3460733592510223,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000106.npz,test
107,bogota_01,11,0.5557249784469604,0.2470805794000625,0.6084311008453369,-0.3086443990468979,0.3613505214452743,0.0527061223983764,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000107.npz,test
108,bogota_01,12,0.2399645149707794,0.1101234331727027,0.4822728931903839,-0.1298410817980766,0.3721494600176811,0.2423083782196045,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000108.npz,test
109,bogota_01,13,0.1553169190883636,0.2481323778629303,0.6724167466163635,0.0928154587745666,0.4242843687534332,0.5170998275279999,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000109.npz,test
110,bogota_01,14,0.5646165609359741,0.3056346774101257,0.71678626537323,-0.2589818835258484,0.4111515879631042,0.1521697044372558,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000110.npz,test
111,bogota_01,15,0.6848078370094299,0.18486088514328,0.7184337377548218,-0.4999469518661499,0.5335728526115417,0.0336259007453918,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000111.npz,test
112,brisbane_01,0,0.1573072224855423,0.7731568217277527,0.4656836688518524,0.6158495992422104,-0.3074731528759002,0.3083764463663101,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000112.npz,train
113,brisbane_01,1,0.2668433785438537,0.8282569646835327,0.7258098721504211,0.561413586139679,-0.1024470925331115,0.4589664936065674,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000113.npz,train
114,brisbane_01,2,0.1942377239465713,0.8604233860969543,0.6852425932884216,0.666185662150383,-0.1751807928085327,0.4910048693418503,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000114.npz,train
