sample_id,location_id,patch_id,year_0,year_1,year_2,cloud_0,cloud_1,cloud_2,valid_0,valid_1,valid_2,grid_ph,grid_pw,patch,path
22,addis_01,6,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000022.npz
23,addis_01,7,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000023.npz
24,addis_01,8,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000024.npz
25,addis_01,9,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000025.npz
26,addis_01,10,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000026.npz
27,addis_01,11,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,0.9990234375,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000027.npz
28,addis_01,12,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000028.npz
29,addis_01,13,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000029.npz
30,addis_01,14,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000030.npz
31,addis_01,15,2019,2021,2023,0.0,0.0,0.0,0.998046875,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000031.npz
32,auckland_01,0,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000032.npz
33,auckland_01,1,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000033.npz
34,auckland_01,2,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000034.npz
35,auckland_01,3,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000035.npz
36,auckland_01,4,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000036.npz
37,auckland_01,5,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000037.npz
38,auckland_01,6,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000038.npz
39,auckland_01,7,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000039.npz
40,auckland_01,8,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000040.npz
41,auckland_01,9,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000041.npz
42,auckland_01,10,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000042.npz
43,auckland_01,11,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000043.npz
44,auckland_01,12,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000044.npz
45,auckland_01,13,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000045.npz
46,auckland_01,14,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000046.npz
47,auckland_01,15,2019,2021,2023,0.0,0.0,0.0,0.9990234375,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000047.npz
48,bangalore_01,0,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000048.npz
49,bangalore_01,1,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000049.npz
50,bangalore_01,2,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000050.npz
51,bangalore_01,3,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000051.npz
52,bangalore_01,4,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000052.npz
53,bangalore_01,5,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000053.npz
54,bangalore_01,6,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000054.npz
55,bangalore_01,7,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000055.npz
56,bangalore_01,8,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000056.npz
57,bangalore_01,9,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000057.npz
58,bangalore_01,10,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000058.npz
59,bangalore_01,11,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000059.npz
60,bangalore_01,12,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000060.npz
61,bangalore_01,13,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000061.npz
62,bangalore_01,14,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000062.npz
63,bangalore_01,15,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000063.npz
64,beijing_01,0,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000064.npz
65,beijing_01,1,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000065.npz
66,beijing_01,2,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000066.npz
67,beijing_01,3,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000067.npz
68,beijing_01,4,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000068.npz
69,beijing_01,5,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000069.npz
70,beijing_01,6,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000070.npz
71,beijing_01,7,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000071.npz
72,beijing_01,8,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000072.npz
73,beijing_01,9,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000073.npz
74,beijing_01,10,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000074.npz
75,beijing_01,11,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000075.npz
76,beijing_01,12,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000076.npz
77,beijing_01,13,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000077.npz
78,beijing_01,14,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000078.npz
79,beijing_01,15,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000079.npz
80,berlin_01,0,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000080.npz
81,berlin_01,1,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000081.npz
82,berlin_01,2,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000082.npz
83,berlin_01,3,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000083.npz
84,berlin_01,4,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000084.npz
85,berlin_01,5,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000085.npz
86,berlin_01,6,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000086.npz
87,berlin_01,7,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000087.npz
88,berlin_01,8,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000088.npz
89,berlin_01,9,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000089.npz
90,berlin_01,10,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000090.npz
91,berlin_01,11,2019,2021,2023,0.0,0.0,0.0,1.0,0.99951171875,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000091.npz
92,berlin_01,12,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000092.npz
93,berlin_01,13,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000093.npz
94,berlin_01,14,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000094.npz
95,berlin_01,15,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000095.npz
96,bogota_01,0,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000096.npz
97,bogota_01,1,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000097.npz
98,bogota_01,2,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000098.npz
99,bogota_01,3,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000099.npz
100,bogota_01,4,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000100.npz
101,bogota_01,5,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000101.npz
102,bogota_01,6,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000102.npz
103,bogota_01,7,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000103.npz
104,bogota_01,8,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000104.npz
105,bogota_01,9,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000105.npz
106,bogota_01,10,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000106.npz
107,bogota_01,11,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000107.npz
108,bogota_01,12,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000108.npz
109,bogota_01,13,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000109.npz
110,bogota_01,14,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000110.npz
111,bogota_01,15,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000111.npz
112,brisbane_01,0,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000112.npz
113,brisbane_01,1,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000113.npz
114,brisbane_01,2,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000114.npz
115,brisbane_01,3,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000115.npz
116,brisbane_01,4,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000116.npz
117,brisbane_01,5,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000117.npz
118,brisbane_01,6,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000118.npz
119,brisbane_01,7,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000119.npz
120,brisbane_01,8,2019,2021,2023,0.0,0.0,0.0,0.9990234375,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000120.npz
121,brisbane_01,9,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000121.npz
122,brisbane_01,10,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000122.npz
123,brisbane_01,11,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000123.npz
124,brisbane_01,12,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000124.npz
125,brisbane_01,13,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000125.npz
126,brisbane_01,14,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000126.npz
127,brisbane_01,15,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000127.npz
128,buenos_01,0,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000128.npz
129,buenos_01,1,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000129.npz
130,buenos_01,2,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000130.npz
131,buenos_01,3,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000131.npz
132,buenos_01,4,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000132.npz
133,buenos_01,5,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000133.npz
134,buenos_01,6,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000134.npz
