sample_id,location_id,patch_id,year_a,year_b,ndvi_a,ndvi_b,delta_ndvi,label,path
71,beijing_01,7,2019,2023,0.5480085611343384,0.5677111148834229,0.019702553749084473,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000071.npz
72,beijing_01,8,2019,2023,0.46302175521850586,0.4231826364994049,-0.03983911871910095,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000072.npz
73,beijing_01,9,2019,2023,0.5166234970092773,0.5144537091255188,-0.002169787883758545,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000073.npz
74,beijing_01,10,2019,2023,0.4913712739944458,0.48304033279418945,-0.008330941200256348,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000074.npz
75,beijing_01,11,2019,2023,0.6215065121650696,0.5851989984512329,-0.03630751371383667,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000075.npz
76,beijing_01,12,2019,2023,0.49589771032333374,0.4709392189979553,-0.024958491325378418,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000076.npz
77,beijing_01,13,2019,2023,0.5156214237213135,0.4746735394001007,-0.04094788432121277,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000077.npz
78,beijing_01,14,2019,2023,0.5485265254974365,0.5091764330863953,-0.03935009241104126,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000078.npz
79,beijing_01,15,2019,2023,0.6154673099517822,0.6032203435897827,-0.012246966361999512,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000079.npz
80,berlin_01,0,2019,2023,0.31086480617523193,0.7075062990188599,0.39664149284362793,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000080.npz
81,berlin_01,1,2019,2023,0.7877867221832275,0.6722073554992676,-0.11557936668395996,0,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000081.npz
82,berlin_01,2,2019,2023,0.7391964197158813,0.6360170841217041,-0.10317933559417725,0,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000082.npz
83,berlin_01,3,2019,2023,0.6280238032341003,0.5919797420501709,-0.03604406118392944,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000083.npz
84,berlin_01,4,2019,2023,0.7383331060409546,0.724909782409668,-0.013423323631286621,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000084.npz
85,berlin_01,5,2019,2023,0.7237772345542908,0.6906599998474121,-0.03311723470687866,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000085.npz
86,berlin_01,6,2019,2023,0.6652011275291443,0.6426429748535156,-0.022558152675628662,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000086.npz
87,berlin_01,7,2019,2023,0.6117666959762573,0.6005271673202515,-0.01123952865600586,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000087.npz
88,berlin_01,8,2019,2023,0.7339458465576172,0.6933343410491943,-0.04061150550842285,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000088.npz
89,berlin_01,9,2019,2023,0.6807331442832947,0.6768699884414673,-0.0038631558418273926,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000089.npz
90,berlin_01,10,2019,2023,0.6359429359436035,0.6060081124305725,-0.029934823513031006,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000090.npz
91,berlin_01,11,2019,2023,0.6744437217712402,0.5937694311141968,-0.08067429065704346,0,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000091.npz
92,berlin_01,12,2019,2023,0.7273401021957397,0.6779149770736694,-0.04942512512207031,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000092.npz
93,berlin_01,13,2019,2023,0.7218338251113892,0.5793818831443787,-0.1424519419670105,0,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000093.npz
94,berlin_01,14,2019,2023,0.6447848081588745,0.6005426645278931,-0.044242143630981445,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000094.npz
95,berlin_01,15,2019,2023,0.5505203008651733,0.5909037590026855,0.04038345813751221,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000095.npz
96,bogota_01,0,2019,2023,0.5506994128227234,0.694988489151001,0.1442890763282776,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000096.npz
97,bogota_01,1,2019,2023,0.5924144387245178,0.7054802775382996,0.11306583881378174,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000097.npz
98,bogota_01,2,2019,2023,0.1757912039756775,0.704319417476654,0.5285282135009766,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000098.npz
99,bogota_01,3,2019,2023,-0.08546924591064453,0.5929837226867676,0.6784529685974121,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000099.npz
100,bogota_01,4,2019,2023,0.249814972281456,0.5217483639717102,0.2719333916902542,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000100.npz
101,bogota_01,5,2019,2023,0.08627874404191971,0.7276772856712341,0.6413985416293144,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000101.npz
102,bogota_01,6,2019,2023,0.15088015794754028,0.7498855590820312,0.599005401134491,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000102.npz
103,bogota_01,7,2019,2023,0.31303679943084717,0.6305060386657715,0.3174692392349243,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000103.npz
104,bogota_01,8,2019,2023,0.10869038105010986,0.59807288646698,0.4893825054168701,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000104.npz
105,bogota_01,9,2019,2023,0.07670075446367264,0.73789381980896,0.6611930653452873,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000105.npz
106,bogota_01,10,2019,2023,0.36457130312919617,0.7106446623802185,0.34607335925102234,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000106.npz
107,bogota_01,11,2019,2023,0.5557249784469604,0.6084311008453369,0.052706122398376465,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000107.npz
108,bogota_01,12,2019,2023,0.23996451497077942,0.4822728931903839,0.2423083782196045,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000108.npz
109,bogota_01,13,2019,2023,0.15531691908836365,0.6724167466163635,0.5170998275279999,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000109.npz
110,bogota_01,14,2019,2023,0.5646165609359741,0.71678626537323,0.15216970443725586,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000110.npz
111,bogota_01,15,2019,2023,0.6848078370094299,0.7184337377548218,0.033625900745391846,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000111.npz
112,brisbane_01,0,2019,2023,0.1573072224855423,0.4656836688518524,0.3083764463663101,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000112.npz
113,brisbane_01,1,2019,2023,0.26684337854385376,0.7258098721504211,0.4589664936065674,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000113.npz
114,brisbane_01,2,2019,2023,0.19423772394657135,0.6852425932884216,0.4910048693418503,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000114.npz
115,brisbane_01,3,2019,2023,0.2010759860277176,0.6944209337234497,0.4933449476957321,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000115.npz
116,brisbane_01,4,2019,2023,0.18590885400772095,0.5789158344268799,0.39300698041915894,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000116.npz
117,brisbane_01,5,2019,2023,0.22241659462451935,0.7086468935012817,0.4862302988767624,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000117.npz
118,brisbane_01,6,2019,2023,0.285106897354126,0.7241441011428833,0.4390372037887573,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000118.npz
119,brisbane_01,7,2019,2023,0.21778780221939087,0.7044715881347656,0.48668378591537476,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000119.npz
120,brisbane_01,8,2019,2023,-0.11855228245258331,0.8226714134216309,0.9412236958742142,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000120.npz
121,brisbane_01,9,2019,2023,0.40934500098228455,0.7087692022323608,0.2994242012500763,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000121.npz
122,brisbane_01,10,2019,2023,0.3040844798088074,0.751987874507904,0.4479033946990967,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000122.npz
123,brisbane_01,11,2019,2023,0.30361276865005493,0.7356226444244385,0.43200987577438354,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000123.npz
124,brisbane_01,12,2019,2023,0.146600142121315,0.0178378839045763,-0.1287622582167387,0,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000124.npz
125,brisbane_01,13,2019,2023,0.47408682107925415,0.5796716809272766,0.10558485984802246,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000125.npz
126,brisbane_01,14,2019,2023,0.6763527393341064,0.7219774723052979,0.045624732971191406,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000126.npz
127,brisbane_01,15,2019,2023,0.6050833463668823,0.67930006980896,0.07421672344207764,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000127.npz
128,buenos_01,0,2019,2023,0.57636559009552,0.6535918116569519,0.07722622156143188,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000128.npz
129,buenos_01,1,2019,2023,0.6100513935089111,0.6282481551170349,0.01819676160812378,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000129.npz
130,buenos_01,2,2019,2023,0.6456683278083801,0.6966019868850708,0.050933659076690674,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000130.npz
131,buenos_01,3,2019,2023,0.6111593842506409,0.6540442705154419,0.042884886264801025,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000131.npz
132,buenos_01,4,2019,2023,0.6220017671585083,0.6384210586547852,0.016419291496276855,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000132.npz
133,buenos_01,5,2019,2023,0.5101805925369263,0.6589357852935791,0.14875519275665283,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000133.npz
134,buenos_01,6,2019,2023,0.537259578704834,0.6634114980697632,0.1261519193649292,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000134.npz
135,buenos_01,7,2019,2023,0.5152571797370911,0.6968950033187866,0.18163782358169556,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000135.npz
136,buenos_01,8,2019,2023,0.5159823298454285,0.6897304058074951,0.17374807596206665,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000136.npz
137,buenos_01,9,2019,2023,0.544492244720459,0.6817294359207153,0.13723719120025635,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000137.npz
138,buenos_01,10,2019,2023,0.49947506189346313,0.738889753818512,0.23941469192504883,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000138.npz
139,buenos_01,11,2019,2023,0.458901971578598,0.5850846171379089,0.1261826455593109,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000139.npz
140,buenos_01,12,2019,2023,0.5995042324066162,0.7076849937438965,0.10818076133728027,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000140.npz
141,buenos_01,13,2019,2023,0.6521056890487671,0.6923223733901978,0.040216684341430664,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000141.npz
142,buenos_01,14,2019,2023,0.5601282715797424,0.6399292349815369,0.07980096340179443,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000142.npz
143,buenos_01,15,2019,2023,0.4300066828727722,0.5384354591369629,0.10842877626419067,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000143.npz
144,cairo_01,0,2019,2023,0.5236524939537048,0.2871602177619934,-0.23649227619171143,0,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000144.npz
145,cairo_01,1,2019,2023,0.38011467456817627,0.2587254047393799,-0.12138926982879639,0,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000145.npz
146,cairo_01,2,2019,2023,0.3517523407936096,0.27560684084892273,-0.07614549994468689,0,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000146.npz
147,cairo_01,3,2019,2023,0.3842121958732605,0.3199375569820404,-0.06427463889122009,0,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000147.npz
