sample_id,location_id,patch_id,year_a,year_b,ndvi_a,ndvi_b,delta_ndvi,label,path,split
21,addis_01,5,2019,2023,0.6115256547927856,0.6537311673164368,0.0422055125236511,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000021.npz,test
22,addis_01,6,2019,2023,0.6055469512939453,0.6245173215866089,0.0189703702926635,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000022.npz,test
23,addis_01,7,2019,2023,0.6644906997680664,0.6687846779823303,0.0042939782142639,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000023.npz,test
24,addis_01,8,2019,2023,0.6781400442123413,0.6339366436004639,-0.0442034006118774,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000024.npz,test
25,addis_01,9,2019,2023,0.6509599089622498,0.6229321956634521,-0.0280277132987976,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000025.npz,test
26,addis_01,10,2019,2023,0.6717174649238586,0.5870587229728699,-0.0846587419509887,0,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000026.npz,test
27,addis_01,11,2019,2023,0.6725490093231201,0.3890547156333923,-0.2834942936897278,0,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000027.npz,test
28,addis_01,12,2019,2023,0.7022063732147217,0.6983139514923096,-0.0038924217224121,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000028.npz,test
29,addis_01,13,2019,2023,0.5509685277938843,0.6836970448493958,0.1327285170555114,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000029.npz,test
30,addis_01,14,2019,2023,0.6719093918800354,0.5722457766532898,-0.0996636152267456,0,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000030.npz,test
31,addis_01,15,2019,2023,0.6505498290061951,0.7007277607917786,0.0501779317855834,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000031.npz,test
32,auckland_01,0,2019,2023,,,,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000032.npz,test
33,auckland_01,1,2019,2023,,,,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000033.npz,test
34,auckland_01,2,2019,2023,,,,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000034.npz,test
35,auckland_01,3,2019,2023,,,,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000035.npz,test
36,auckland_01,4,2019,2023,0.0656193941831588,-0.1123449653387069,-0.1779643595218658,0,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000036.npz,test
37,auckland_01,5,2019,2023,-0.005230869166553,-0.0333698466420173,-0.0281389774754643,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000037.npz,test
38,auckland_01,6,2019,2023,0.0480399280786514,-0.1285849958658218,-0.1766249239444732,0,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000038.npz,test
39,auckland_01,7,2019,2023,-0.1370594203472137,-0.0124603081494569,0.1245991121977567,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000039.npz,test
40,auckland_01,8,2019,2023,0.045077845454216,-0.3820057511329651,-0.4270835965871811,0,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000040.npz,test
41,auckland_01,9,2019,2023,-0.1414049416780471,-0.2251375913619995,-0.0837326496839523,0,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000041.npz,test
42,auckland_01,10,2019,2023,0.0316505618393421,-0.0373151674866676,-0.0689657293260097,0,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000042.npz,test
43,auckland_01,11,2019,2023,0.0743204802274704,-0.0326481126248836,-0.106968592852354,0,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000043.npz,test
44,auckland_01,12,2019,2023,-0.0354797355830669,-0.3840755820274353,-0.3485958464443683,0,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000044.npz,test
45,auckland_01,13,2019,2023,-0.1741448938846588,-0.2101729661226272,-0.0360280722379684,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000045.npz,test
46,auckland_01,14,2019,2023,-0.0261192377656698,-0.1709170639514923,-0.1447978261858225,0,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000046.npz,test
47,auckland_01,15,2019,2023,-0.0044871452264487,-0.1061073765158653,-0.1016202312894165,0,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000047.npz,test
48,bangalore_01,0,2019,2023,0.2902194261550903,0.4617474675178528,0.1715280413627624,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000048.npz,train
49,bangalore_01,1,2019,2023,0.4019913375377655,0.4797242879867553,0.0777329504489898,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000049.npz,train
50,bangalore_01,2,2019,2023,0.5364285707473755,0.4601952731609344,-0.076233297586441,0,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000050.npz,train
51,bangalore_01,3,2019,2023,0.53984135389328,0.4836344718933105,-0.0562068819999694,0,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000051.npz,train
52,bangalore_01,4,2019,2023,0.2360164672136306,0.5290683507919312,0.2930518835783005,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000052.npz,train
53,bangalore_01,5,2019,2023,0.2696139812469482,0.4953234493732452,0.225709468126297,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000053.npz,train
54,bangalore_01,6,2019,2023,0.3750978708267212,0.4505251049995422,0.075427234172821,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000054.npz,train
55,bangalore_01,7,2019,2023,0.5027307271957397,0.4579997062683105,-0.0447310209274292,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000055.npz,train
56,bangalore_01,8,2019,2023,0.2228438854217529,0.4858972430229187,0.2630533576011657,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000056.npz,train
57,bangalore_01,9,2019,2023,0.2783569693565368,0.4998707175254822,0.2215137481689453,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000057.npz,train
58,bangalore_01,10,2019,2023,0.4055541157722473,0.5781645774841309,0.1726104617118835,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000058.npz,train
59,bangalore_01,11,2019,2023,0.3368520140647888,0.4633268713951111,0.1264748573303222,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000059.npz,train
60,bangalore_01,12,2019,2023,0.25533127784729,0.5292936563491821,0.2739623785018921,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000060.npz,train
61,bangalore_01,13,2019,2023,0.3696260452270508,0.3768190741539001,0.0071930289268493,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000061.npz,train
62,bangalore_01,14,2019,2023,0.4279772043228149,0.447903037071228,0.019925832748413,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000062.npz,train
63,bangalore_01,15,2019,2023,0.3202390074729919,0.3901614844799042,0.0699224770069122,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000063.npz,train
64,beijing_01,0,2019,2023,0.4284447133541107,0.3712512254714966,-0.0571934878826141,0,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000064.npz,train
65,beijing_01,1,2019,2023,0.498866319656372,0.4972546696662903,-0.0016116499900817,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000065.npz,train
66,beijing_01,2,2019,2023,0.4936835765838623,0.527687668800354,0.0340040922164917,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000066.npz,train
67,beijing_01,3,2019,2023,0.587644636631012,0.5839804410934448,-0.0036641955375671,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000067.npz,train
68,beijing_01,4,2019,2023,0.5611803531646729,0.5395826101303101,-0.0215977430343627,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000068.npz,train
69,beijing_01,5,2019,2023,0.4948392510414123,0.4920344054698944,-0.0028048455715179,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000069.npz,train
70,beijing_01,6,2019,2023,0.5105477571487427,0.522750735282898,0.0122029781341552,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000070.npz,train
71,beijing_01,7,2019,2023,0.5480085611343384,0.5677111148834229,0.0197025537490844,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000071.npz,train
72,beijing_01,8,2019,2023,0.4630217552185058,0.4231826364994049,-0.0398391187191009,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000072.npz,train
73,beijing_01,9,2019,2023,0.5166234970092773,0.5144537091255188,-0.0021697878837585,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000073.npz,train
74,beijing_01,10,2019,2023,0.4913712739944458,0.4830403327941894,-0.0083309412002563,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000074.npz,train
75,beijing_01,11,2019,2023,0.6215065121650696,0.5851989984512329,-0.0363075137138366,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000075.npz,train
76,beijing_01,12,2019,2023,0.4958977103233337,0.4709392189979553,-0.0249584913253784,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000076.npz,train
77,beijing_01,13,2019,2023,0.5156214237213135,0.4746735394001007,-0.0409478843212127,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000077.npz,train
78,beijing_01,14,2019,2023,0.5485265254974365,0.5091764330863953,-0.0393500924110412,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000078.npz,train
79,beijing_01,15,2019,2023,0.6154673099517822,0.6032203435897827,-0.0122469663619995,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000079.npz,train
80,berlin_01,0,2019,2023,0.3108648061752319,0.7075062990188599,0.3966414928436279,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000080.npz,train
81,berlin_01,1,2019,2023,0.7877867221832275,0.6722073554992676,-0.1155793666839599,0,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000081.npz,train
82,berlin_01,2,2019,2023,0.7391964197158813,0.6360170841217041,-0.1031793355941772,0,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000082.npz,train
83,berlin_01,3,2019,2023,0.6280238032341003,0.5919797420501709,-0.0360440611839294,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000083.npz,train
84,berlin_01,4,2019,2023,0.7383331060409546,0.724909782409668,-0.0134233236312866,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000084.npz,train
85,berlin_01,5,2019,2023,0.7237772345542908,0.6906599998474121,-0.0331172347068786,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000085.npz,train
86,berlin_01,6,2019,2023,0.6652011275291443,0.6426429748535156,-0.0225581526756286,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000086.npz,train
87,berlin_01,7,2019,2023,0.6117666959762573,0.6005271673202515,-0.0112395286560058,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000087.npz,train
88,berlin_01,8,2019,2023,0.7339458465576172,0.6933343410491943,-0.0406115055084228,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000088.npz,train
89,berlin_01,9,2019,2023,0.6807331442832947,0.6768699884414673,-0.0038631558418273,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000089.npz,train
90,berlin_01,10,2019,2023,0.6359429359436035,0.6060081124305725,-0.029934823513031,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000090.npz,train
91,berlin_01,11,2019,2023,0.6744437217712402,0.5937694311141968,-0.0806742906570434,0,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000091.npz,train
92,berlin_01,12,2019,2023,0.7273401021957397,0.6779149770736694,-0.0494251251220703,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000092.npz,train
93,berlin_01,13,2019,2023,0.7218338251113892,0.5793818831443787,-0.1424519419670105,0,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000093.npz,train
94,berlin_01,14,2019,2023,0.6447848081588745,0.6005426645278931,-0.0442421436309814,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000094.npz,train
95,berlin_01,15,2019,2023,0.5505203008651733,0.5909037590026855,0.0403834581375122,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000095.npz,train
96,bogota_01,0,2019,2023,0.5506994128227234,0.694988489151001,0.1442890763282776,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000096.npz,test
97,bogota_01,1,2019,2023,0.5924144387245178,0.7054802775382996,0.1130658388137817,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000097.npz,test
98,bogota_01,2,2019,2023,0.1757912039756775,0.704319417476654,0.5285282135009766,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000098.npz,test
99,bogota_01,3,2019,2023,-0.0854692459106445,0.5929837226867676,0.6784529685974121,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000099.npz,test
100,bogota_01,4,2019,2023,0.249814972281456,0.5217483639717102,0.2719333916902542,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000100.npz,test
101,bogota_01,5,2019,2023,0.0862787440419197,0.7276772856712341,0.6413985416293144,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000101.npz,test
102,bogota_01,6,2019,2023,0.1508801579475402,0.7498855590820312,0.599005401134491,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000102.npz,test
103,bogota_01,7,2019,2023,0.3130367994308471,0.6305060386657715,0.3174692392349243,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000103.npz,test
104,bogota_01,8,2019,2023,0.1086903810501098,0.59807288646698,0.4893825054168701,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000104.npz,test
105,bogota_01,9,2019,2023,0.0767007544636726,0.73789381980896,0.6611930653452873,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000105.npz,test
106,bogota_01,10,2019,2023,0.3645713031291961,0.7106446623802185,0.3460733592510223,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000106.npz,test
107,bogota_01,11,2019,2023,0.5557249784469604,0.6084311008453369,0.0527061223983764,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000107.npz,test
108,bogota_01,12,2019,2023,0.2399645149707794,0.4822728931903839,0.2423083782196045,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000108.npz,test
109,bogota_01,13,2019,2023,0.1553169190883636,0.6724167466163635,0.5170998275279999,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000109.npz,test
110,bogota_01,14,2019,2023,0.5646165609359741,0.71678626537323,0.1521697044372558,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000110.npz,test
111,bogota_01,15,2019,2023,0.6848078370094299,0.7184337377548218,0.0336259007453918,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000111.npz,test
112,brisbane_01,0,2019,2023,0.1573072224855423,0.4656836688518524,0.3083764463663101,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000112.npz,train
113,brisbane_01,1,2019,2023,0.2668433785438537,0.7258098721504211,0.4589664936065674,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000113.npz,train
114,brisbane_01,2,2019,2023,0.1942377239465713,0.6852425932884216,0.4910048693418503,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000114.npz,train
115,brisbane_01,3,2019,2023,0.2010759860277176,0.6944209337234497,0.4933449476957321,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000115.npz,train
116,brisbane_01,4,2019,2023,0.1859088540077209,0.5789158344268799,0.3930069804191589,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000116.npz,train
117,brisbane_01,5,2019,2023,0.2224165946245193,0.7086468935012817,0.4862302988767624,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000117.npz,train
118,brisbane_01,6,2019,2023,0.285106897354126,0.7241441011428833,0.4390372037887573,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000118.npz,train
119,brisbane_01,7,2019,2023,0.2177878022193908,0.7044715881347656,0.4866837859153747,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000119.npz,train
120,brisbane_01,8,2019,2023,-0.1185522824525833,0.8226714134216309,0.9412236958742142,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000120.npz,train
121,brisbane_01,9,2019,2023,0.4093450009822845,0.7087692022323608,0.2994242012500763,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000121.npz,train
122,brisbane_01,10,2019,2023,0.3040844798088074,0.751987874507904,0.4479033946990967,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000122.npz,train
123,brisbane_01,11,2019,2023,0.3036127686500549,0.7356226444244385,0.4320098757743835,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000123.npz,train
124,brisbane_01,12,2019,2023,0.146600142121315,0.0178378839045763,-0.1287622582167387,0,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000124.npz,train
125,brisbane_01,13,2019,2023,0.4740868210792541,0.5796716809272766,0.1055848598480224,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000125.npz,train
126,brisbane_01,14,2019,2023,0.6763527393341064,0.7219774723052979,0.0456247329711914,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000126.npz,train
127,brisbane_01,15,2019,2023,0.6050833463668823,0.67930006980896,0.0742167234420776,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000127.npz,train
128,buenos_01,0,2019,2023,0.57636559009552,0.6535918116569519,0.0772262215614318,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000128.npz,test
129,buenos_01,1,2019,2023,0.6100513935089111,0.6282481551170349,0.0181967616081237,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000129.npz,test
130,buenos_01,2,2019,2023,0.6456683278083801,0.6966019868850708,0.0509336590766906,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000130.npz,test
131,buenos_01,3,2019,2023,0.6111593842506409,0.6540442705154419,0.042884886264801,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000131.npz,test
132,buenos_01,4,2019,2023,0.6220017671585083,0.6384210586547852,0.0164192914962768,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000132.npz,test
133,buenos_01,5,2019,2023,0.5101805925369263,0.6589357852935791,0.1487551927566528,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000133.npz,test
134,buenos_01,6,2019,2023,0.537259578704834,0.6634114980697632,0.1261519193649292,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000134.npz,test
135,buenos_01,7,2019,2023,0.5152571797370911,0.6968950033187866,0.1816378235816955,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000135.npz,test
136,buenos_01,8,2019,2023,0.5159823298454285,0.6897304058074951,0.1737480759620666,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000136.npz,test
137,buenos_01,9,2019,2023,0.544492244720459,0.6817294359207153,0.1372371912002563,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000137.npz,test
138,buenos_01,10,2019,2023,0.4994750618934631,0.738889753818512,0.2394146919250488,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000138.npz,test
139,buenos_01,11,2019,2023,0.458901971578598,0.5850846171379089,0.1261826455593109,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000139.npz,test
140,buenos_01,12,2019,2023,0.5995042324066162,0.7076849937438965,0.1081807613372802,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000140.npz,test
141,buenos_01,13,2019,2023,0.6521056890487671,0.6923223733901978,0.0402166843414306,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000141.npz,test
142,buenos_01,14,2019,2023,0.5601282715797424,0.6399292349815369,0.0798009634017944,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000142.npz,test
143,buenos_01,15,2019,2023,0.4300066828727722,0.5384354591369629,0.1084287762641906,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000143.npz,test
144,cairo_01,0,2019,2023,0.5236524939537048,0.2871602177619934,-0.2364922761917114,0,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_pair_2019_2023/samples/0000144.npz,train
